CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
48201531300,Texas,Harris County,1,5380,2136,0,84,1.56,0,1,0,0,0,1,31.3,38289,0,1,0,1,0,0,0,0,NULL,1973,NULL,NULL,1095,NULL,1973,36.67,1095,20.35,485,9.02,176,3.27,1163,21.61,225,4.18,42,0.78,1,0.02,21,0.40,521,9.68,1166,21.66,34,1.60,105,4.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3744,1365,358,3018,736,77,2,49,1498,3240,124,326
48201531400,Texas,Harris County,1,2053,964,0,2,0.10,0,0,0,0,0,0,10.3,87500,0,1,0,1,0,0,0,0,NULL,1736,NULL,NULL,317,NULL,1736,84.57,317,15.42,306,14.91,348,16.95,1402,68.29,36,1.73,30,1.46,0,0.00,7,0.35,262,12.74,652,31.78,36,3.72,33,3.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,392,370,412,1641,40,36,0,8,328,788,41,38
48201531500,Texas,Harris County,1,3020,1235,0,3,0.10,0,0,0,0,0,0,7.5,76616,0,1,0,1,0,0,0,0,NULL,784,NULL,NULL,94,NULL,784,25.96,94,3.13,148,4.91,117,3.86,597,19.78,21,0.69,20,0.65,0,0.00,2,0.08,144,4.77,326,10.79,24,1.92,16,1.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,796,627,409,2255,217,67,0,12,469,1285,79,63
48201531600,Texas,Harris County,1,2823,1156,0,0,0.00,0,0,0,0,0,0,4.2,108170,1,1,1,1,1,0,0,0,1002,2801,1002,130,712,130,2801,99.20,712,25.23,595,21.08,409,14.47,2167,76.76,138,4.88,22,0.78,0,0.00,7,0.25,467,16.54,1002,35.50,25,2.20,64,5.56,1002,35.49,130,4.62,185,6.55,194,6.87,896,31.74,20,0.72,14,0.49,0,0.00,2,0.06,70,2.48,196,6.93,12,1.07,24,2.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,786,605,409,2169,138,22,0,7,487,1024,27,66
48201531700,Texas,Harris County,1,2829,1288,0,39,1.38,0,0,0,0,0,0,1.7,155234,0,1,0,1,0,0,0,0,34,1627,34,3,136,3,1627,57.52,136,4.79,309,10.92,248,8.75,1445,51.07,46,1.61,32,1.12,0,0.00,4,0.16,101,3.56,267,9.45,13,0.99,11,0.85,34,1.21,3,0.11,10,0.36,1,0.05,26,0.91,2,0.09,4,0.15,0,0.00,0,0.00,2,0.06,4,0.13,0,0.02,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,259,522,395,2548,61,48,2,14,156,532,25,19
48201531800,Texas,Harris County,1,2352,783,0,0,0.00,1,1,1,0,0,1,38.2,34512,1,1,1,1,1,0,0,0,1025,2234,1025,636,1374,636,2234,94.97,1374,58.40,656,27.90,287,12.22,206,8.77,1683,71.54,4,0.17,0,0.00,42,1.77,299,12.72,477,20.29,39,4.97,193,24.66,1025,43.58,636,27.06,299,12.73,135,5.76,95,4.02,757,32.18,2,0.09,0,0.00,13,0.55,158,6.73,242,10.30,18,2.28,88,11.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1445,687,300,210,1788,4,0,45,305,486,44,219
48201531900,Texas,Harris County,1,4708,1506,0,0,0.00,1,1,1,0,0,1,25.0,48915,1,1,1,1,1,0,0,0,4009,4708,4009,2020,2340,2020,4708,99.99,2340,49.70,1447,30.73,538,11.43,535,11.36,3594,76.33,18,0.38,1,0.02,18,0.38,542,11.51,1042,22.13,93,6.16,237,15.73,4009,85.15,2020,42.90,1257,26.71,430,9.13,486,10.33,3014,64.02,9,0.20,1,0.02,12,0.25,487,10.34,933,19.81,85,5.65,200,13.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2485,1447,538,535,3594,18,1,18,542,1042,96,252
48201532001,Texas,Harris County,1,4867,1994,0,0,0.00,0,1,0,1,1,1,26.2,37883,0,1,0,1,0,0,0,1,11,3473,11,9,2169,9,3473,71.36,2169,44.56,1005,20.65,236,4.85,818,16.82,1941,39.87,31,0.64,1,0.02,22,0.45,660,13.56,1172,24.08,276,13.85,334,16.75,11,0.22,9,0.18,2,0.04,2,0.04,9,0.19,2,0.04,0,0.00,0,0.00,0,0.00,0,0.00,2,0.04,1,0.03,1,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3588,1448,307,1100,2875,40,1,30,821,1468,467,626
48201532002,Texas,Harris County,1,1008,408,0,0,0.00,0,0,0,0,0,0,0.9,99000,0,1,0,1,0,0,0,0,NULL,631,NULL,NULL,91,NULL,631,62.63,91,9.07,135,13.41,89,8.86,424,42.02,98,9.75,5,0.50,0,0.00,4,0.43,100,9.93,215,21.36,11,2.60,11,2.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,186,214,147,673,162,11,0,5,157,322,19,20
48201532100,Texas,Harris County,1,5777,2198,0,0,0.00,0,1,0,1,1,1,36.2,32432,0,1,0,1,0,0,0,1,NULL,2269,NULL,NULL,1335,NULL,2269,39.28,1335,23.11,656,11.35,136,2.36,1008,17.45,822,14.24,31,0.54,0,0.00,11,0.20,395,6.85,882,15.27,135,6.16,209,9.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4446,1605,505,3047,1667,106,3,27,927,2663,391,652
48201532200,Texas,Harris County,1,2790,1088,0,0,0.00,0,1,0,1,1,1,31.3,37355,0,1,0,1,0,0,0,1,NULL,2785,NULL,NULL,1915,NULL,2785,99.83,1915,68.64,868,31.13,168,6.02,976,35.00,1352,48.46,21,0.75,0,0.00,18,0.65,418,14.98,1010,36.20,109,10.01,232,21.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3006,869,168,981,1352,21,0,18,418,1011,145,288
48201532300,Texas,Harris County,1,5520,2489,0,0,0.00,0,1,0,0,0,1,14.3,51390,0,1,0,1,0,0,0,0,25,2805,25,15,1129,15,2805,50.81,1129,20.45,627,11.36,209,3.79,1329,24.07,804,14.57,111,2.01,2,0.04,23,0.42,536,9.71,983,17.80,67,2.69,77,3.08,25,0.45,15,0.27,4,0.07,3,0.06,15,0.28,1,0.02,6,0.11,0,0.00,0,0.00,3,0.05,7,0.13,0,0.00,1,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3252,1340,314,2376,1682,229,5,40,1188,2109,181,182
48201532400,Texas,Harris County,1,6112,1964,0,0,0.00,0,0,0,0,0,0,7.7,70580,1,1,1,1,1,0,0,0,1192,3074,1192,288,762,288,3074,50.29,762,12.46,833,13.63,229,3.74,1707,27.93,551,9.02,131,2.15,1,0.01,28,0.46,655,10.72,1504,24.61,66,3.37,139,7.08,1192,19.50,288,4.71,283,4.63,114,1.86,655,10.71,265,4.34,33,0.53,0,0.00,8,0.13,231,3.78,503,8.24,42,2.14,60,3.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2102,1751,467,3665,777,181,1,84,1404,3529,107,268
48201532501,Texas,Harris County,1,8895,2526,0,2,0.02,1,1,1,0,0,1,12.0,60118,1,1,1,1,1,0,0,0,4953,8895,4953,1597,3616,1597,8895,100.00,3616,40.66,2748,30.89,478,5.37,4558,51.24,758,8.52,1206,13.56,3,0.03,77,0.87,2293,25.78,5239,58.90,13,0.51,311,12.30,4953,55.68,1597,17.95,1509,16.96,275,3.09,2575,28.95,453,5.09,786,8.84,3,0.03,33,0.37,1103,12.40,2622,29.48,1,0.03,184,7.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3646,2748,478,4558,758,1206,3,77,2293,5239,15,328
48201532502,Texas,Harris County,1,5562,1467,0,0,0.00,0,1,0,0,0,1,15.8,51023,0,1,0,1,0,0,0,0,0,2102,0,0,1117,0,2102,37.80,1117,20.09,718,12.91,117,2.11,1237,22.24,180,3.23,31,0.56,0,0.00,28,0.50,626,11.26,1667,29.98,4,0.31,82,5.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2719,1881,328,3176,425,112,6,54,1789,4276,7,228
48201532600,Texas,Harris County,1,6558,2016,0,0,0.00,1,1,1,1,1,1,20.4,42192,1,1,1,1,1,0,0,1,769,5142,769,574,2811,574,5142,78.41,2811,42.87,1606,24.48,282,4.30,1517,23.13,2143,32.68,673,10.27,1,0.02,34,0.52,775,11.81,1988,30.31,174,8.65,288,14.28,769,11.73,574,8.76,272,4.16,24,0.37,234,3.57,342,5.21,12,0.18,0,0.00,5,0.07,177,2.70,409,6.24,56,2.76,48,2.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3242,2031,353,2066,2702,707,1,49,1033,2637,204,396
48201532700,Texas,Harris County,1,4820,1764,0,0,0.00,0,1,0,0,0,1,20.2,51643,0,1,0,1,0,0,0,0,23,3189,23,6,1067,6,3189,66.15,1067,22.13,805,16.71,267,5.54,1156,23.99,1470,30.50,89,1.85,2,0.04,25,0.52,446,9.25,991,20.56,85,4.80,99,5.60,23,0.48,6,0.12,4,0.09,3,0.06,11,0.23,9,0.18,0,0.00,0,0.00,0,0.00,3,0.06,8,0.16,1,0.04,1,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022,1222,430,1869,2102,130,2,36,681,1559,110,152
48201532800,Texas,Harris County,1,1684,613,0,0,0.00,0,1,0,0,0,1,20.8,70662,0,1,0,1,0,0,0,0,62,940,62,29,438,29,940,55.84,438,25.99,267,15.83,96,5.73,402,23.89,294,17.45,37,2.21,2,0.10,6,0.38,199,11.81,389,23.09,11,1.86,41,6.69,62,3.66,29,1.70,23,1.36,1,0.09,7,0.39,40,2.39,3,0.17,0,0.00,0,0.01,12,0.70,19,1.14,1,0.12,3,0.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,908,442,191,753,479,66,2,14,370,731,22,79
48201532900,Texas,Harris County,1,4667,1370,0,0,0.00,1,1,1,0,0,1,19.9,49803,1,1,1,1,1,0,0,0,3020,4667,3020,1575,2329,1575,4667,100.00,2329,49.90,1437,30.79,257,5.51,1215,26.03,2034,43.58,401,8.59,8,0.17,57,1.22,952,20.40,1941,41.59,88,6.45,315,23.02,3020,64.70,1575,33.74,910,19.50,181,3.88,800,17.15,1325,28.39,244,5.22,4,0.10,29,0.63,617,13.22,1273,27.28,62,4.56,202,14.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3327,1437,257,1215,2034,401,8,57,952,1941,126,430
48201533000,Texas,Harris County,1,2245,787,0,0,0.00,1,1,1,1,1,1,23.7,32946,1,1,1,1,1,0,0,1,2145,2245,2145,1501,1571,1501,2245,100.00,1571,69.97,733,32.65,187,8.33,327,14.57,1565,69.71,28,1.25,0,0.00,27,1.20,298,13.27,594,26.46,135,17.14,215,27.33,2145,95.54,1501,66.84,697,31.06,184,8.19,301,13.43,1516,67.54,26,1.17,0,0.00,25,1.13,275,12.27,546,24.31,129,16.40,206,26.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1626,733,187,327,1565,28,0,27,298,594,138,220
48201533100,Texas,Harris County,1,6449,2136,0,0,0.00,1,1,1,1,1,1,21.1,62864,1,1,1,1,1,0,0,1,4317,6213,4317,2114,2800,2114,6213,96.34,2800,43.41,1957,30.34,429,6.66,1126,17.47,4141,64.22,95,1.47,0,0.00,35,0.55,815,12.63,1501,23.27,344,16.10,430,20.15,4317,66.93,2114,32.78,1417,21.98,255,3.96,556,8.62,3227,50.04,49,0.75,0,0.00,22,0.34,463,7.18,866,13.43,295,13.83,304,14.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3201,2013,460,1222,4220,100,0,41,866,1589,290,490
48201533200,Texas,Harris County,1,3222,1191,0,0,0.00,1,1,1,0,0,1,22.2,45649,1,1,1,1,1,0,0,0,1087,3145,1087,609,1502,609,3145,97.62,1502,46.60,840,26.08,316,9.79,467,14.49,2245,69.68,62,1.93,0,0.00,22,0.68,349,10.83,638,19.81,98,8.22,247,20.70,1087,33.74,609,18.91,339,10.52,102,3.16,167,5.18,707,21.93,9,0.28,0,0.00,18,0.56,186,5.79,338,10.48,43,3.59,74,6.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1934,865,323,473,2307,63,0,22,357,651,135,297
48201533300,Texas,Harris County,1,5880,2090,0,56,0.95,0,1,0,1,1,1,43.8,17813,0,1,0,1,0,0,0,1,NULL,2758,NULL,NULL,1659,NULL,2758,46.90,1659,28.21,772,13.12,315,5.35,319,5.42,2075,35.30,20,0.34,1,0.02,20,0.34,323,5.49,619,10.53,202,9.66,354,16.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4157,1633,692,475,4841,25,1,33,505,913,403,781
48201533400,Texas,Harris County,1,9655,2695,0,0,0.00,1,1,1,1,1,1,20.7,41209,1,1,1,1,1,0,0,1,2987,8338,2987,1762,5233,1762,8338,86.36,5233,54.20,2781,28.81,615,6.36,2752,28.51,3425,35.48,139,1.44,2,0.02,77,0.80,1942,20.11,4505,46.66,130,4.82,405,15.02,2987,30.93,1762,18.25,1080,11.19,166,1.72,943,9.77,1137,11.77,51,0.52,1,0.02,32,0.33,823,8.53,1703,17.64,39,1.46,139,5.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7442,3185,760,3012,4193,147,2,78,2223,5017,186,558
48201533500,Texas,Harris County,1,4383,1227,0,10,0.23,0,0,0,0,0,0,9.7,67917,0,1,0,1,0,0,0,0,83,3156,83,27,835,27,3156,72.01,835,19.05,960,21.89,358,8.16,1620,36.97,445,10.16,146,3.34,0,0.00,20,0.45,924,21.08,2104,47.99,10,0.85,70,5.74,83,1.89,27,0.61,22,0.50,8,0.18,41,0.93,10,0.22,2,0.05,0,0.00,0,0.00,31,0.70,56,1.28,0,0.00,2,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1305,1321,494,2297,604,169,0,37,1276,2973,48,100
48201533600,Texas,Harris County,1,5480,1714,0,6,0.11,0,1,0,0,0,1,33.2,33969,0,1,0,1,0,0,0,0,NULL,2880,NULL,NULL,1777,NULL,2880,52.56,1777,32.43,1093,19.94,106,1.93,954,17.41,1115,20.35,73,1.34,1,0.01,36,0.65,702,12.81,1444,26.35,78,4.55,205,11.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3336,1989,217,2040,1772,166,1,84,1417,3102,153,435
